Phecode,Phenotype,Category,Mean Age,#Cases /#Samples,%Female,#SOMAscan Proteins,#Olink Proteins,#Metabolon Metabolites,#Nightingale Metabolites,#RNAseq Gene expression,Download
634.1,Missed abortion/Hydatidiform mole,pregnancy complications,68.26 ± 7.97,1193/214506,100%,0,0,0,0,0,https://drive.google.com/file/d/1693lBn5nm6806nuK_gqPLRVbst6J2fNa/view?usp=drivesdk
634.3,Ectopic pregnancy,pregnancy complications,68.38 ± 7.76,330/213643,100%,0,0,0,0,0,https://drive.google.com/file/d/1x8rx_Sa1Dj4j1fYJYyX_1ZhO1QIbecrC/view?usp=drivesdk
635.2,Antepartum hemorrhage; abruptio placentae; and placenta previa,pregnancy complications,68.3 ± 7.91,865/214178,100%,0,0,0,0,0,https://drive.google.com/file/d/1TZsTWLwf0UFah4IGbtrmPmKQUsSjblf8/view?usp=drivesdk
635.3,Placenta previa and abruptio placenta,pregnancy complications,68.24 ± 8.02,1275/214588,100%,0,0,0,0,0,https://drive.google.com/file/d/14w5uCyUpOQu0ysSko99pvp32ChgLztie/view?usp=drivesdk
636,Early or threatened labor; hemorrhage in early pregnancy,pregnancy complications,68.24 ± 8.05,1224/214537,100%,0,0,0,0,0,https://drive.google.com/file/d/1BNVXFJiJkw8towdHycl7MkvxS7b_sG8A/view?usp=drivesdk
636.2,Early onset of delivery,pregnancy complications,68.34 ± 7.84,609/213922,100%,0,0,0,0,0,https://drive.google.com/file/d/16GB0peoUZ5gSdhzC0wXtChQt2kGjihHq/view?usp=drivesdk
636.3,Hemorrhage in early pregnancy,pregnancy complications,68.26 ± 8.0,1089/214402,100%,0,0,0,0,0,https://drive.google.com/file/d/1y7GS9SHG8nc7o3pCuxLzl4KK5914TUsV/view?usp=drivesdk
642,Hypertension complicating pregnancy; childbirth; and the puerperium,pregnancy complications,67.92 ± 8.12,972/221074,100%,0,0,0,0,0,https://drive.google.com/file/d/1B3AdTIG2oeNHfL7oYsOBOW7oaZZQOtzs/view?usp=drivesdk
642.1,Preeclampsia and eclampsia,pregnancy complications,68.02 ± 7.94,307/220409,100%,0,0,0,0,1,https://drive.google.com/file/d/1CkMlOmSlY4v3K8TZQAP-Vux6UznYi62R/view?usp=drivesdk
643.1,Hyperemesis gravidarum,pregnancy complications,67.98 ± 7.94,154/221174,100%,0,0,0,0,0,https://drive.google.com/file/d/1Ix4F_LWr8Yct9GYqOrOkxDTJ2VPZ_bjt/view?usp=drivesdk
644,Anemia during pregnancy,pregnancy complications,67.92 ± 8.09,826/221251,100%,0,0,0,0,0,https://drive.google.com/file/d/1W_2NYHF1dF5RsYvyf6BwJh1aAryTTbBF/view?usp=drivesdk
645,Late pregnancy and failed induction,pregnancy complications,67.89 ± 8.19,1257/221251,100%,0,0,0,0,0,https://drive.google.com/file/d/10KsN8KevoBTlvJ-dpHRj8ITMT6csB8GV/view?usp=drivesdk
646,Other complications of pregnancy NEC,pregnancy complications,67.8 ± 8.41,2271/221251,100%,0,0,0,0,0,https://drive.google.com/file/d/1nxXjn8v1_g-T-9Zxgh_7o0BfaKC2RveX/view?usp=drivesdk
647.1,Infections of genitourinary tract during pregnancy,pregnancy complications,67.98 ± 7.96,275/221127,100%,1,1,0,0,0,https://drive.google.com/file/d/18MxCuvXF-quZqn2vrx3vzdOpiA4gYow6/view?usp=drivesdk
649.1,Diabetes or abnormal glucose tolerance complicating pregnancy,pregnancy complications,67.98 ± 7.94,193/221145,100%,0,0,0,0,0,https://drive.google.com/file/d/1i50dPfpjDDFfccIztm3z3P6B_KFEaqPR/view?usp=drivesdk
650,Normal delivery,pregnancy complications,67.82 ± 8.38,1933/221251,100%,0,0,0,0,0,https://drive.google.com/file/d/11IZCSV2Iq8uzxxYihMt310gVWRo08dpx/view?usp=drivesdk
651,Multiple gestation,pregnancy complications,67.97 ± 7.98,346/221251,100%,0,0,0,0,0,https://drive.google.com/file/d/1puAtOxk9vS14BB-LWERDFKoqcs4IZqxe/view?usp=drivesdk
652,Malposition and malpresentation of fetus or obstruction,pregnancy complications,67.98 ± 8.23,1721/218991,100%,0,0,0,0,0,https://drive.google.com/file/d/1K0NwfmZ7SI6_rLEuV2phzZ4RdsyAwVVP/view?usp=drivesdk
653,Problems associated with amniotic cavity and membranes,pregnancy complications,68.02 ± 8.16,1487/218757,100%,0,0,0,0,0,https://drive.google.com/file/d/182qw9t4glXzLZcyvk_NO3o5Z5QZVlh7l/view?usp=drivesdk
654.1,Abnormality of organs and soft tissues of pelvis complicating pregnancy; childbirth; or the puerperium,pregnancy complications,68.07 ± 8.07,1163/218433,100%,0,0,0,0,1,https://drive.google.com/file/d/1rw8qhK2YKF1ZGc-dp3kgp8YDlyYehck0/view?usp=drivesdk
654.2,Rhesus isoimmunization in pregnancy,pregnancy complications,68.19 ± 7.85,302/217572,100%,2,0,1,0,5,https://drive.google.com/file/d/1OD7gI-e1fB_jgfJj2ILV02V3cAbbrED7/view?usp=drivesdk
655,Known or suspected fetal abnormality affecting management of mother,pregnancy complications,67.63 ± 8.86,4331/221251,100%,0,0,0,0,0,https://drive.google.com/file/d/1dhECBYLVsP15DeqKa49nFYTj-xtGmnIi/view?usp=drivesdk
656,Other perinatal conditions of fetus or newborn,pregnancy complications,68.1 ± 8.02,521/409280,54%,0,0,0,0,0,https://drive.google.com/file/d/15PPUAJAJVi2xcG2Z3CodIE3H-eTseBeD/view?usp=drivesdk
661,Fetal distress and abnormal forces of labor,pregnancy complications,68.15 ± 8.23,2147/215460,100%,0,0,0,0,0,https://drive.google.com/file/d/16S45Op2mkh5sY5BMvaWu6EIrYLPTG_tI/view?usp=drivesdk
663,Umbilical cord complications during labor and delivery,pregnancy complications,68.38 ± 7.8,606/213919,100%,0,0,0,0,0,https://drive.google.com/file/d/1BTIqKpj_dLIVYH-IH0OFrEnP68Lr27vO/view?usp=drivesdk
665,Obstetrical/birth trauma,pregnancy complications,67.68 ± 9.05,5343/218658,100%,0,0,0,0,0,https://drive.google.com/file/d/1HRIKqbLR5Ol3MVzJIRrl3TBCW9g1oigc/view?usp=drivesdk
669,Complications of labor and delivery NEC,pregnancy complications,68.09 ± 8.33,2560/215873,100%,0,0,0,0,0,https://drive.google.com/file/d/1DQVprdTgMNLpPhBqHaak796bNJ63NTO3/view?usp=drivesdk
671,Venous/cerebrovascular complications embolism in pregnancy and the puerperium,pregnancy complications,68.0 ± 7.94,196/220943,100%,0,0,0,0,0,https://drive.google.com/file/d/1BLXi9EnsQzTxXK_uRskRK0KfborsXDK9/view?usp=drivesdk
674,Other complications of the puerperium NEC,pregnancy complications,67.99 ± 7.95,260/221007,100%,0,0,0,0,0,https://drive.google.com/file/d/1cLiB4Fqc2MM52SohLoJbEcMUn6kL1VPq/view?usp=drivesdk
681,Superficial cellulitis and abscess,dermatologic,68.04 ± 8.0,989/392561,54%,0,0,0,0,0,https://drive.google.com/file/d/1N9625h63tlykCKs4VI6Lvdv3da60j9XU/view?usp=drivesdk
681.1,Cellulitis and abscess of fingers/toes,dermatologic,68.06 ± 7.97,869/392437,54%,0,0,0,0,0,https://drive.google.com/file/d/1LxXtSXbOr25T0cu0Rgn5oFASNyYYu3EA/view?usp=drivesdk
681.2,Cellulitis and abscess of face/neck,dermatologic,68.06 ± 7.97,792/392344,55%,0,0,0,0,0,https://drive.google.com/file/d/1dZ1DcnDlaZySXJpUvCiw9T2li45ygQmN/view?usp=drivesdk
681.3,Cellulitis and abscess of arm/hand,dermatologic,67.95 ± 8.06,8778/400865,54%,8,4,1,0,3,https://drive.google.com/file/d/1nlBQAXJBV-hBonnkZ-fG7Fin4Ne17kAa/view?usp=drivesdk
681.5,Cellulitis and abscess of leg; except foot,dermatologic,67.95 ± 8.06,8786/400872,54%,8,4,1,0,4,https://drive.google.com/file/d/1jL-lBeiB4eW6dAlzpNj_S8DyJNMxiAoG/view?usp=drivesdk
681.6,Cellulitis and abscess of foot; toe,dermatologic,67.95 ± 8.06,8742/400829,54%,8,4,1,0,5,https://drive.google.com/file/d/1dgwms8crZltcqXNTz0RuWvDYQKdMd5R0/view?usp=drivesdk
681.7,Cellulitis and abscess of trunk,dermatologic,68.06 ± 7.97,1036/392623,55%,0,0,0,0,0,https://drive.google.com/file/d/1MaG2PPg8x1CCcs6FwTUIn29iMs7dShPO/view?usp=drivesdk
686,Other local infections of skin and subcutaneous tissue,dermatologic,68.04 ± 7.98,2363/394079,54%,2,0,0,0,2,https://drive.google.com/file/d/1bKawc1lbNUQOxVuVq-TcMHiTM_K7UytC/view?usp=drivesdk
686.1,Carbuncle and furuncle,dermatologic,67.99 ± 8.03,3168/394810,54%,0,0,0,0,0,https://drive.google.com/file/d/1wyf5Ok3sfJ7lOT3Hdq_pBcKW_buFQVKU/view?usp=drivesdk
686.3,Pilonidal cyst,dermatologic,68.04 ± 8.01,656/392177,54%,0,0,0,0,0,https://drive.google.com/file/d/17IlrfhhTL_W6Wzn9ZtGn6kHWkNVSqaKo/view?usp=drivesdk
686.4,Pyogenic granuloma,dermatologic,68.06 ± 7.97,457/391991,54%,0,0,0,0,0,https://drive.google.com/file/d/1gR0wBk94Um4euGAtERx7SHVbxKtqTynF/view?usp=drivesdk
687,Symptoms affecting skin,dermatologic,68.11 ± 7.96,461/400787,54%,0,0,0,0,0,https://drive.google.com/file/d/1fcc_9xFyGX5mS6e0HxklBRlBLC1NwnEH/view?usp=drivesdk
687.1,Rash and other nonspecific skin eruption,dermatologic,68.06 ± 7.99,3621/404146,54%,0,0,0,0,0,https://drive.google.com/file/d/18drbkjhSdjFBoayVeGqhMd9JpSsI78SE/view?usp=drivesdk
687.2,Localized superficial swelling; mass; or lump,dermatologic,68.1 ± 7.96,248/400525,54%,0,0,0,0,0,https://drive.google.com/file/d/1gTkI1oHwF8TeDwlqtmJGJrZVAZM4JF3h/view?usp=drivesdk
687.4,Disturbance of skin sensation,dermatologic,68.01 ± 8.04,4196/404731,54%,0,0,0,0,0,https://drive.google.com/file/d/15jHquB22sEMv0k6F_ddCHnf9Ufk3f18y/view?usp=drivesdk
689,Disorder of skin and subcutaneous tissue NOS,dermatologic,67.92 ± 8.09,9363/409289,54%,0,0,0,0,0,https://drive.google.com/file/d/1gnhLM_sMLO1AivbL9_wmQ2_hkDynW6MG/view?usp=drivesdk
694.2,Other dyschromia,dermatologic,68.06 ± 7.97,1222/399540,54%,1,0,0,0,0,https://drive.google.com/file/d/1BanSb87o6Dvafnzzx_lZeLEtyab0J0B5/view?usp=drivesdk
694.3,Vascular disorders of skin,dermatologic,68.08 ± 7.96,202/398467,54%,0,0,0,0,0,https://drive.google.com/file/d/16ppAr04itSDNrx5Ms6ON_IhaDUrpDsDy/view?usp=drivesdk
695.1,Toxic erythema,dermatologic,68.08 ± 7.96,165/398432,54%,0,0,0,0,0,https://drive.google.com/file/d/1lfifV10XP_bGDjir0Cwgx59rH7iT37sI/view?usp=drivesdk
695.22,Pemphigus and pemphigoid,dermatologic,68.08 ± 7.96,159/398443,54%,0,0,0,0,0,https://drive.google.com/file/d/1PQIFmpOHl2hMArLEJJgIErw0ByVYgERD/view?usp=drivesdk
695.3,Rosacea,dermatologic,68.07 ± 7.96,587/398898,54%,0,0,0,0,0,https://drive.google.com/file/d/12hGH44M0aDqGlT-_fB_V5wp_rj4U9fuW/view?usp=drivesdk
695.41,Cutaneous lupus erythematosus,dermatologic,68.08 ± 7.96,206/396829,54%,0,0,0,0,0,https://drive.google.com/file/d/1To0w-14PtyoQKtqdiVeo13u1TZllgYU2/view?usp=drivesdk
695.42,Systemic lupus erythematosus,dermatologic,68.08 ± 7.97,490/397123,54%,30,4,2,0,64,https://drive.google.com/file/d/15WWrd34pYU8E8VGrgeMiw975q3Tk7lTH/view?usp=drivesdk
695.7,Prurigo and Lichen,dermatologic,68.06 ± 7.97,1210/399530,54%,5,3,0,0,12,https://drive.google.com/file/d/18G3h4ILCc-qr0dZmnYd-acbghY4qrVTJ/view?usp=drivesdk
695.8,Other specified erythematous conditions,dermatologic,68.07 ± 7.96,269/398550,54%,0,0,0,0,0,https://drive.google.com/file/d/1X9nnHGzcgqbjjLXyKJeQs0bUAUVfPx1J/view?usp=drivesdk
695.9,Unspecified erythematous condition,dermatologic,68.07 ± 7.97,858/399205,54%,0,0,0,0,0,https://drive.google.com/file/d/1r1Z3kniURDBxgTTX9oKGlWX-2v2pEnth/view?usp=drivesdk
696.4,Psoriasis,dermatologic,68.0 ± 8.0,2915/396229,54%,39,9,0,0,95,https://drive.google.com/file/d/1tAK1wFWRjQcDRy8SB5cIdRioz6znMCZi/view?usp=drivesdk
696.41,Psoriasis vulgaris,dermatologic,68.0 ± 8.0,3111/396435,54%,38,12,0,0,98,https://drive.google.com/file/d/1SYLkQQw_kgTD95-f90BhXBs3VRNdB3JY/view?usp=drivesdk
696.42,Psoriatic arthropathy,dermatologic,68.01 ± 7.98,1104/394219,54%,12,1,0,1,39,https://drive.google.com/file/d/13FnPbZgYEIfAACKTha38xrwqdvqZ7syE/view?usp=drivesdk
697,Sarcoidosis,dermatologic,68.06 ± 7.97,828/399133,54%,18,4,1,0,51,https://drive.google.com/file/d/14CBHrhdgOl4YLR3OrGmJvAqHeSdstWTG/view?usp=drivesdk
698,Pruritus and related conditions,dermatologic,68.09 ± 7.97,1153/409289,54%,0,0,0,0,0,https://drive.google.com/file/d/1zm7rQnqnmrCpV2imJxAOoqowCGrcngSx/view?usp=drivesdk
700,Corns and callosities,dermatologic,68.09 ± 7.96,439/402643,54%,0,0,0,0,0,https://drive.google.com/file/d/1ezo_Nr-TVGSvkxzfnKUPSqUpZG-EhYl8/view?usp=drivesdk
701,Other hypertrophic and atrophic conditions of skin,dermatologic,68.04 ± 8.01,2445/404753,54%,0,0,0,0,0,https://drive.google.com/file/d/1AzClp1aZFP9Dq07f72LA-6W-3lFq-KYL/view?usp=drivesdk
701.2,Scar conditions and fibrosis of skin,dermatologic,68.02 ± 8.02,3108/405400,54%,0,0,0,0,0,https://drive.google.com/file/d/19YHel8oPWRxwrgojCtvJFiKUxq43N5XY/view?usp=drivesdk
701.4,Keloid scar,dermatologic,68.09 ± 7.97,275/402475,54%,0,0,0,0,0,https://drive.google.com/file/d/10aFMMpZI021gJywTY3DRO8NrfWMaGDbr/view?usp=drivesdk
701.5,Abnormal granulation tissue,dermatologic,68.08 ± 7.97,620/402824,54%,0,0,0,0,0,https://drive.google.com/file/d/1vHMo1YVeeJ9tzMe942UlMRHl4-Wv1FV2/view?usp=drivesdk
702.1,Actinic keratosis,dermatologic,68.01 ± 7.97,4805/404776,54%,4,0,0,0,6,https://drive.google.com/file/d/1OhaoHtsRBcyOAxBvtnUOOmI_T7rciOe_/view?usp=drivesdk
702.2,Seborrheic keratosis,dermatologic,67.97 ± 7.99,4761/404592,54%,0,0,0,0,0,https://drive.google.com/file/d/1ppLYKZTxlCGdbw9J35bjK0Xt4QDWjKcu/view?usp=drivesdk
703,Diseases of nail; NOS,dermatologic,68.11 ± 7.96,513/401622,54%,0,0,0,0,0,https://drive.google.com/file/d/1I1tu0NDJHUo6Ys5mKa5C_IakgOfehcgD/view?usp=drivesdk
703.1,Ingrowing nail,dermatologic,68.07 ± 8.02,1125/402229,54%,0,0,0,0,0,https://drive.google.com/file/d/1vTDsnuWQcehHa8hO0Bu5bNQONBprHtD0/view?usp=drivesdk
704,Diseases of hair and hair follicles,dermatologic,67.93 ± 8.14,6111/407296,54%,2,0,0,0,8,https://drive.google.com/file/d/1Xh_l6dYGx-gXUO6elrysvA3suuaxJpRH/view?usp=drivesdk
704.1,Alopecia,dermatologic,68.11 ± 7.96,227/401342,54%,0,0,0,0,0,https://drive.google.com/file/d/13VbZNQ-1lIvu2JGvQkw8HpTvn0KNtiz1/view?usp=drivesdk
705.3,Hidradenitis,dermatologic,68.09 ± 7.97,220/397536,54%,0,0,0,0,0,https://drive.google.com/file/d/1BGrXaG-N4RhWTgiYTanFoM4qFVF5Oo_M/view?usp=drivesdk
705.8,Hyperhidrosis,dermatologic,68.09 ± 7.97,926/398307,54%,0,0,0,0,0,https://drive.google.com/file/d/1AbCVOTxweVkY6PWVXmlYf_hc1qVIkAuR/view?usp=drivesdk
706,Diseases of sebaceous glands,dermatologic,68.06 ± 8.04,603/397917,54%,2,0,0,0,2,https://drive.google.com/file/d/11TNfVrs2MQs4JrPBKVxhEQQ5tN7SztI8/view?usp=drivesdk
706.2,Sebaceous cyst,dermatologic,67.78 ± 8.29,10503/407979,54%,2,0,5,0,15,https://drive.google.com/file/d/1iWusq0CfdDY20pzf2I7QjKUx5ZWCAgst/view?usp=drivesdk
707,Chronic ulcer of skin,dermatologic,68.09 ± 7.97,2434/409032,54%,0,0,0,0,0,https://drive.google.com/file/d/16cVKnZeeNeOoAb6f9I9Xb06MfoqzR_lr/view?usp=drivesdk
707.1,Decubitus ulcer,dermatologic,68.09 ± 7.96,310/406627,54%,0,0,0,0,0,https://drive.google.com/file/d/1HXWxyXWMz5mIcgBRHL2jLafZihIPI-3Q/view?usp=drivesdk
709.2,Sicca syndrome,dermatologic,68.05 ± 7.97,855/395389,54%,32,6,3,0,88,https://drive.google.com/file/d/18y59ywP7t82ouL6I8mQOZdW-HPI6viqM/view?usp=drivesdk
709.3,Systemic sclerosis,dermatologic,68.05 ± 7.97,266/394767,54%,7,0,0,0,4,https://drive.google.com/file/d/1H8lnAcNVZ-XI5ZW8iewuOHoD0HaTCoCp/view?usp=drivesdk
709.7,Unspecified diffuse connective tissue disease,dermatologic,68.02 ± 7.98,2836/397409,54%,3,0,0,0,9,https://drive.google.com/file/d/1CvbsJSJjkMHRNlqI3dRXN7L9KY2FVcMh/view?usp=drivesdk
710.19,Unspecified osteomyelitis,musculoskeletal,67.56 ± 7.99,175/352330,53%,0,0,0,0,0,https://drive.google.com/file/d/1DHdRMMrJ6fymAs0tLrIaQUuCHYNDAVpF/view?usp=drivesdk
714,Rheumatoid arthritis and other inflammatory polyarthropathies,musculoskeletal,68.05 ± 7.97,715/398694,54%,0,0,0,0,0,https://drive.google.com/file/d/1YRAGIDOMzZzemoaU0KU-BlPDnH07gABM/view?usp=drivesdk
714.1,Rheumatoid arthritis,musculoskeletal,68.03 ± 7.98,4884/403149,54%,40,8,1,0,70,https://drive.google.com/file/d/1rLb44CUk29qKU9ShlIvRHyZlui0LmQOv/view?usp=drivesdk
715,Other inflammatory spondylopathies,musculoskeletal,68.05 ± 7.97,812/398832,54%,0,0,0,0,1,https://drive.google.com/file/d/1bFnOH5_-Z8pVrtqFTLPzrp6fZ0oj2IYF/view?usp=drivesdk
715.2,Ankylosing spondylitis,musculoskeletal,68.04 ± 7.97,637/398630,54%,30,6,0,1,67,https://drive.google.com/file/d/18ZPndD_7pZZTk9I3JKURqKC2sbzsRk5J/view?usp=drivesdk
716.1,Unspecified polyarthropathy or polyarthritis,musculoskeletal,67.56 ± 7.98,7765/360483,54%,0,0,0,0,1,https://drive.google.com/file/d/1yJDK_mWBxc8TyBf0NH--BVzyDTw8SvOo/view?usp=drivesdk
716.2,Unspecified monoarthritis,musculoskeletal,67.37 ± 8.05,25961/379256,53%,18,3,15,23,76,https://drive.google.com/file/d/1jdBX4repKU-KC2WLWH-jqlg1c0td_TvL/view?usp=drivesdk
716.9,Arthropathy NOS,musculoskeletal,67.38 ± 8.05,46304/401517,54%,21,4,6,1,59,https://drive.google.com/file/d/1DG7oQkgEi9fqQCs19SYd063n28VH8riS/view?usp=drivesdk
717,Polymyalgia Rheumatica,musculoskeletal,68.09 ± 7.94,2790/409289,54%,61,5,2,0,55,https://drive.google.com/file/d/1pGHlPCP9Z3oKTSRCW6fBK6ju_5lcSbkH/view?usp=drivesdk
720,Spinal stenosis,musculoskeletal,68.05 ± 7.96,1488/392707,54%,0,0,0,0,0,https://drive.google.com/file/d/17QxIRqYBVw4H6UeQb-E8YT-TBj30y9xU/view?usp=drivesdk
721,Spondylosis and allied disorders,musculoskeletal,68.04 ± 7.96,2455/393764,54%,0,0,0,0,0,https://drive.google.com/file/d/1pR-NZ7gwHTtelG9V9fo3fTFToVtImVW1/view?usp=drivesdk
721.1,Spondylosis without myelopathy,musculoskeletal,68.03 ± 7.97,1532/392659,54%,0,0,0,0,0,https://drive.google.com/file/d/1m8KXZkvDIHhPnhTFFrOcyni_YS9U3CYf/view?usp=drivesdk
721.8,Other allied disorders of spine,musculoskeletal,68.05 ± 7.96,287/391413,54%,0,0,0,0,0,https://drive.google.com/file/d/1YIzgV53VFmzptdwNwLh228gqF-bRu_YN/view?usp=drivesdk
722,Intervertebral disc disorders,musculoskeletal,67.87 ± 8.12,8949/400420,54%,6,0,0,0,5,https://drive.google.com/file/d/1VZy8asvGNQoRTEjHSWpf28UrJss7kL0v/view?usp=drivesdk
722.1,Displacement of intervertebral disc,musculoskeletal,68.02 ± 7.99,703/391807,54%,0,0,0,0,0,https://drive.google.com/file/d/158ZuWfmvIBpCvpxz0n47Vm7jK-vtqF8N/view?usp=drivesdk
722.6,Degeneration of intervertebral disc,musculoskeletal,67.99 ± 8.0,4718/396138,54%,0,0,0,0,0,https://drive.google.com/file/d/1_EdTi5YGKE_XaXq1AOYoiwWWHpB-7V1k/view?usp=drivesdk
722.7,Intervertebral disc disorder with myelopathy,musculoskeletal,68.04 ± 7.96,618/391728,54%,0,0,0,0,1,https://drive.google.com/file/d/1dKR0_-jUt0dbJRs0NBX42aoVDL2uFZ9Z/view?usp=drivesdk
722.9,Other and unspecified disc disorder,musculoskeletal,67.94 ± 8.05,6210/397568,54%,3,0,0,0,5,https://drive.google.com/file/d/1R28pErYy215WV3pRzDcRd7rNAuMxB29e/view?usp=drivesdk
723,Other disorders of cervical region,musculoskeletal,68.04 ± 7.96,646/391757,54%,0,0,0,0,0,https://drive.google.com/file/d/1Id5pePFBg1-IFLh1ivAl-vhKTmP-1_kZ/view?usp=drivesdk
724.9,Other unspecified back disorders,musculoskeletal,68.04 ± 7.96,814/391965,54%,0,0,0,0,0,https://drive.google.com/file/d/1B3j_4nVi4SWJh-fr0gFWU5Sb9NwBE50Q/view?usp=drivesdk
726,Peripheral enthesopathies and allied syndromes,musculoskeletal,67.79 ± 8.12,11442/391024,54%,0,0,0,0,0,https://drive.google.com/file/d/1nHjgM96io3RyAfbcXzruq0EFQJV328Yt/view?usp=drivesdk
726.1,Enthesopathy,musculoskeletal,67.86 ± 8.06,9838/389479,54%,4,0,0,0,2,https://drive.google.com/file/d/1dLbCInklAMFpt4RCiqTXKUzTOmO48q0_/view?usp=drivesdk
726.2,Synoviopathy,musculoskeletal,68.0 ± 7.99,482/379891,54%,0,0,0,0,0,https://drive.google.com/file/d/1gLGAjnpEvF9dPx1NFX7ZsBX4UsYhOZVx/view?usp=drivesdk
726.3,Bursitis,musculoskeletal,67.99 ± 8.0,789/380210,54%,0,0,0,0,0,https://drive.google.com/file/d/1hCtXNlEEO8Ja4Nr05XvudQZ5BGULioRh/view?usp=drivesdk
727,Other disorders of synovium; tendon; and bursa,musculoskeletal,67.97 ± 8.03,1452/380881,54%,0,0,0,0,0,https://drive.google.com/file/d/1LjMPZNUlF5v5-EQN2h9iTNbidq6Vkl0W/view?usp=drivesdk
727.1,Synovitis and tenosynovitis,musculoskeletal,67.95 ± 8.01,3352/382820,54%,1,0,0,0,1,https://drive.google.com/file/d/1JKt7HHbsGhsVHmRlPz_AAzpX-nlrOFUS/view?usp=drivesdk
727.4,Ganglion and cyst of synovium; tendon; and bursa,musculoskeletal,67.91 ± 8.07,3680/383118,54%,0,0,0,0,0,https://drive.google.com/file/d/1Aji4XQ6rZUP4WvrMeclYq3rjwkdF1BoC/view?usp=drivesdk
727.5,Rupture of synovium,musculoskeletal,68.01 ± 7.98,686/380142,54%,0,0,0,0,0,https://drive.google.com/file/d/1X5Kg4cOomgRHiv42u4XxyBhnMvdl7GJf/view?usp=drivesdk
727.7,Contracture of tendon (sheath),musculoskeletal,68.01 ± 7.98,168/379567,54%,0,0,0,0,0,https://drive.google.com/file/d/1z41BF439yh9jDY68N9HVOK_KZKwuEfmF/view?usp=drivesdk
728.2,Laxity of ligament or hypermobility syndrome,musculoskeletal,68.01 ± 7.98,206/379609,54%,0,0,0,0,0,https://drive.google.com/file/d/1vyNNbru__pPcSwCcklpILKjSqlJiovHe/view?usp=drivesdk
728.7,Fasciitis,musculoskeletal,68.0 ± 7.99,460/379878,54%,0,0,0,0,0,https://drive.google.com/file/d/1zxV-lMtTuiPDKkSppvbbie3-iqvHKSiH/view?usp=drivesdk
728.71,Contracture of palmar fascia [Dupuytren's disease],musculoskeletal,67.98 ± 7.98,4054/383580,54%,3,1,0,0,25,https://drive.google.com/file/d/182T_2SuqG242D1VHgcrVCyCN7Exy9Q0G/view?usp=drivesdk
729,Other disorders of soft tissues,musculoskeletal,67.98 ± 8.01,1660/381157,54%,0,0,0,0,0,https://drive.google.com/file/d/1tEnwxsurfkLlz3aofKLTV6oATsd3DjoT/view?usp=drivesdk
729.1,Rheumatism; unspecified and fibrositis,musculoskeletal,68.0 ± 7.99,398/379795,54%,0,0,0,0,0,https://drive.google.com/file/d/1JYBYbgk3enCR22gIdTLVYEfEVYY2Chcf/view?usp=drivesdk
732,Osteochondropathies,musculoskeletal,68.0 ± 7.98,296/390634,53%,0,0,0,0,0,https://drive.google.com/file/d/1M6zkDD1qHNiMhiFVdkeVTGTAgXoPFwMC/view?usp=drivesdk
732.1,Juvenile osteochondrosis,musculoskeletal,68.01 ± 7.98,219/390558,53%,0,0,0,0,1,https://drive.google.com/file/d/1U3827jC0CpxhrQFvaUZgJ9QvSk3ie4-U/view?usp=drivesdk
733,Other disorders of bone and cartilage,musculoskeletal,68.02 ± 7.98,2288/393057,53%,0,0,0,0,0,https://drive.google.com/file/d/187Jax10hItajtwcwwP-M5ujrEkdWECXd/view?usp=drivesdk
733.6,Costochondritis,musculoskeletal,68.01 ± 7.98,315/390693,53%,0,0,0,0,0,https://drive.google.com/file/d/1GWd3JGdCSSXtbGAAgm4OOsOrvspV8b_h/view?usp=drivesdk
733.8,Malunion and nonunion of fracture,musculoskeletal,68.0 ± 7.99,202/390535,53%,0,0,0,0,0,https://drive.google.com/file/d/1TcdueUh1sWWkCnZd1eXGN9IHz2X6-JfW/view?usp=drivesdk
735,Acquired foot deformities,musculoskeletal,68.02 ± 8.0,397/394293,53%,0,0,0,0,0,https://drive.google.com/file/d/15NVG2Z3LqT1DrmlpEZrY4RAIcjVWtCVb/view?usp=drivesdk
735.1,Flat foot,musculoskeletal,68.03 ± 7.98,276/394178,53%,0,0,0,0,0,https://drive.google.com/file/d/1pcReka3VoezgPE75suCWWhmKXkuIj3A6/view?usp=drivesdk
735.2,Acquired toe deformities,musculoskeletal,67.98 ± 8.0,3008/396950,53%,0,0,0,0,0,https://drive.google.com/file/d/18s-mUKpvK95c9-4TUJUkAbbZHhJQv7Te/view?usp=drivesdk
735.21,Hammer toe (acquired),musculoskeletal,68.0 ± 7.99,2703/396651,53%,1,0,0,0,0,https://drive.google.com/file/d/1gNfZjAF0EQhAvQhi9BPULp7fllwRMQjG/view?usp=drivesdk
735.23,Hallux rigidus,musculoskeletal,68.0 ± 7.99,2043/395958,53%,0,0,0,0,0,https://drive.google.com/file/d/1IYt3Vqn1Zpzpmu3KucCZbAClI_Y6qVzN/view?usp=drivesdk
735.3,Hallux valgus (Bunion),musculoskeletal,67.86 ± 8.07,8324/402328,54%,19,0,1,0,26,https://drive.google.com/file/d/1NFwEgUIKRV1wPXcZf1B32rCuYm4euUry/view?usp=drivesdk
736,Other acquired deformities of limbs,musculoskeletal,68.02 ± 7.98,464/394372,53%,0,0,0,0,0,https://drive.google.com/file/d/1IdKltqqNwalcv4wzqV6tmtTD9pMq0C5z/view?usp=drivesdk
